prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.11373392	-100	-0.13601252	-100	-0.17591347	-100	-0.02982882	-100	-0.16810834	-100	-0.051485606	-100	-100	-0.013319198	-0.076729864	-100	-0.08286358	-100	-0.03949524	-100	-0.056775887	-100	-0.031355184	-100	-0.21280687	-100	-0.112513304	-100	-0.04823129	-100	-0.08130283	-100	-0.09635963	-100
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-100	-0.28399754	-0.122493856	-100	-0.07751109	-100	-0.11955537	-100	-0.33495942	-100	-100	-0.057006743	-0.053335186	-100	-0.8010556	-100	-0.1208594	-100	-0.04404041	-100	-100	-0.13822028	-0.055743795	-100	-100	-0.25581276	-100	-0.24132065	-0.06729918	-100	-100	-100	-0.17187679	-100
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-100	-0.098764054	-0.08704228	-100	-100	-0.032603208	-100	-0.07223993	-0.20516077	-100	-100	-0.044648036	-100	-0.015115102	-0.0613094	-100	-100	-0.080424	-100	-0.021594964	-100	-0.07901131	-0.039005324	-100	-100	-0.1364358	-100	-0.072223656	-0.023537353	-100	-100	-0.030702677	-100	-0.036368072
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-100	-0.39297605	-100	-0.09608257	-100	-0.13071553	-0.07244522	-100	-0.13975944	-100	-100	-0.061895527	-0.08310825	-100	-0.07087651	-100	-100	-0.069994584	-100	-0.5377536	-100	-0.036872342	-0.030296493	-100	-0.49387306	-100	-0.05613826	-100	-100	-0.6561396	-0.09737695	-100	-0.06231876	-100
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.124705106	-100	-0.18082993	-100	-0.067829445	-100	-0.069584586	-100	-100	-0.09481554	-100	-100	-0.059165295	-100	-0.07916982	-100	-0.056769267	-100	-0.19056214	-100	-0.2532453	-100	-0.1566344	-100	-0.38294375	-100	-100	-0.13500169	-0.10071346	-100	-100	-0.14250357	-0.04794876	-100
Hello, I want you to behave as my fun and engaging teacher and teach me different aspects of the negative sides of social media. Ask questions about different aspects and wait for my answer. Keep doing it until all the aspects are covered one by one.	-0.10932734	-100	-0.19114783	-100	-0.08066123	-100	-100	-0.57669926	-0.109677605	-100	-0.34440795	-100	-0.31729972	-100	-0.16991846	-100	-0.051902767	-100	-0.6213802	-100	-0.17056938	-100	-0.060719818	-100	-0.24350734	-100	-0.12425371	-100	-0.042000297	-100	-0.036480702	-100	-0.019239895	-100
Hello, I want you to behave as my fun and engaging teacher and  teach me different aspects about the negative sides of social media.* Ask questions about different aspects and give me feedback about my answer's competence. Keep doing it until all the aspects are covered one by one	-0.11632666	-100	-0.28074825	-100	-100	-0.5378744	-0.03718916	-100	-0.12638132	-100	-0.090792134	-100	-0.17303136	-100	-100	-0.1837852	-0.09400712	-100	-0.016980931	-100	-0.041351974	-100	-0.046981182	-100	-0.0785308	-100	-0.7478052	-100	-0.015422794	-100	-0.16307676	-100	-0.27103353	-100
address me as 'Dear' act as: teacher with a sense of humor explain one aspect of how social media algorithms work ask me one short question to assess my learning wait for my answer give feedback about my answer later explain the next point about how social media algorithms work follow this loop until you explain all the aspects	-100	-0.07005116	-0.19349328	-100	-100	-0.01833215	-100	-0.15483594	-0.49152136	-100	-0.76304084	-100	-100	-0.10646249	-100	-0.12856866	-100	-0.027210027	-100	-0.19035093	-100	-0.06468428	-0.20173098	-100	-100	-100	-0.43912733	-100	-0.06171286	-100	-0.27905747	-100	-0.124890804	-100
act as: a fun teacher  explain one aspect of how social media algorithms work ask me one short question to assess my learning  later explain the next point about how social media algorithms work  follow this loop until you explain all the aspects 	-100	-0.676073	-100	-0.36067405	-0.4097422	-100	-100	-0.041289855	-100	-0.90898	-100	-0.11872677	-100	-0.19364569	-0.13485347	-100	-100	-0.5492511	-0.7449873	-100	-100	-0.020888343	-0.08686998	-100	-100	-0.19372492	-100	-0.46161276	-100	-0.039162505	-0.51285684	-100	-100	-0.569314
Please explain one aspect of democracy and then ask a question to confirm my comprehension in a back-and-forth conversation. Dont stop until all various aspects are discussed	-100	-0.10953614	-0.41285408	-100	-100	-0.019352067	-100	-0.042764932	-0.2311554	-100	-100	-0.22644278	-100	-0.038000762	-100	-0.20498961	-100	-0.19516854	-0.085435234	-100	-100	-0.043348935	-0.09692944	-100	-0.7493196	-100	-100	-0.10047168	-0.14010504	-100	-100	-0.3474432	-100	-0.11183697
