prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.19989449	-100	-0.37730098	-100	-0.2355554	-100	-0.24374986	-100	-0.27897584	-100	-0.7569083	-100	-0.37275907	-100	-0.21657854	-100	-0.25068337	-100	-0.5796113	-100	-0.35032356	-100	-0.33876577	-100	-0.3100414	-100	-0.6621381	-100	-0.18386772	-100	-0.2494199	-100	-0.5018574	-100
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.31954935	-100	-0.51555264	-100	-0.27430233	-100	-0.27160192	-100	-0.3323315	-100	-100	-0.7450093	-0.60095584	-100	-0.19058637	-100	-0.23661497	-100	-0.32750767	-100	-0.28492334	-100	-0.35445452	-100	-0.32710186	-100	-0.7547581	-100	-0.20163828	-100	-100	-0.50493425	-0.2046855	-100
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.4565487	-100	-0.37245488	-100	-0.30734575	-100	-0.34413555	-100	-100	-0.52341646	-100	-0.8233984	-0.24858071	-100	-0.5074887	-100	-0.31060725	-100	-0.45163804	-100	-0.39190257	-100	-100	-0.8739241	-0.29360527	-100	-100	-0.6564918	-0.1602231	-100	-100	-0.472608	-0.16467915	-100
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-100	-0.58926004	-0.25330943	-100	-0.48765522	-100	-0.15418963	-100	-0.31527448	-100	-100	-0.5334795	-0.7193095	-100	-0.23462562	-100	-0.57469565	-100	-0.58064765	-100	-0.6781167	-100	-0.12088651	-100	-100	-0.70209974	-0.37120786	-100	-0.14921816	-100	-0.23427734	-100	-0.2131187	-100
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.2203024	-100	-0.24598736	-100	-0.3861258	-100	-0.19894557	-100	-0.5624107	-100	-0.5839667	-100	-0.14838052	-100	-0.15941258	-100	-0.18279731	-100	-0.2737803	-100	-100	-0.499841	-0.22431812	-100	-0.19499888	-100	-100	-0.3184194	-0.14239147	-100	-0.24134114	-100	-0.16120708	-100
Hello, I want you to behave as my fun and engaging teacher and teach me different aspects of the negative sides of social media. Ask questions about different aspects and wait for my answer. Keep doing it until all the aspects are covered one by one.	-0.2212443	-100	-0.18017152	-100	-0.4313085	-100	-0.21505982	-100	-0.17151777	-100	-0.21935052	-100	-0.17767106	-100	-0.15551561	-100	-0.19982769	-100	-0.33927384	-100	-0.22447619	-100	-0.2274308	-100	-100	-0.61302865	-0.25464272	-100	-0.13214481	-100	-0.38434216	-100	-0.15668899	-100
Hello, I want you to behave as my fun and engaging teacher and  teach me different aspects about the negative sides of social media.* Ask questions about different aspects and give me feedback about my answer's competence. Keep doing it until all the aspects are covered one by one	-0.41866186	-100	-0.25622162	-100	-0.26504767	-100	-0.47983867	-100	-0.21898007	-100	-0.24350506	-100	-0.19431573	-100	-0.12924415	-100	-0.5035512	-100	-0.21740705	-100	-0.19078863	-100	-0.17391919	-100	-0.57072145	-100	-0.581285	-100	-0.18342459	-100	-0.25831398	-100	-0.32381043	-100
address me as 'Dear' act as: teacher with a sense of humor explain one aspect of how social media algorithms work ask me one short question to assess my learning wait for my answer give feedback about my answer later explain the next point about how social media algorithms work follow this loop until you explain all the aspects	-0.48232615	-100	-0.19500685	-100	-0.27761632	-100	-0.1707452	-100	-0.2315521	-100	-0.3092741	-100	-0.20352788	-100	-0.19527033	-100	-0.2862592	-100	-0.56214285	-100	-0.2994157	-100	-0.18488581	-100	-0.25956798	-100	-0.24460503	-100	-0.3267933	-100	-0.25050586	-100	-0.38577655	-100
act as: a fun teacher  explain one aspect of how social media algorithms work ask me one short question to assess my learning  later explain the next point about how social media algorithms work  follow this loop until you explain all the aspects 	-0.36745706	-100	-0.32827324	-100	-0.40481657	-100	-0.20622803	-100	-0.49114093	-100	-0.34742877	-100	-0.36864552	-100	-0.23957369	-100	-0.39491242	-100	-0.410073	-100	-0.55034137	-100	-0.2902035	-100	-0.36988926	-100	-0.39795455	-100	-0.2740668	-100	-0.22512533	-100	-0.3478572	-100
Please explain one aspect of democracy and then ask a question to confirm my comprehension in a back-and-forth conversation. Dont stop until all various aspects are discussed	-100	-0.7625703	-0.23456225	-100	-0.20856906	-100	-0.2275289	-100	-100	-0.20082569	-0.44539762	-100	-0.43515688	-100	-0.13953142	-100	-0.31111628	-100	-0.54319054	-100	-100	-0.12438485	-100	-0.6957031	-100	-0.2082431	-0.45776978	-100	-100	-0.2184977	-100	-0.22184089	-100	-0.4927973
