prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-100	-0.33934546	-0.04846901	-100	-0.02702599	-100	-0.24932368	-100	-0.3775298	-100	-0.14238405	-100	-0.25900182	-100	-0.3663234	-100	-0.090186566	-100	-0.050495133	-100	-0.11776877	-100	-100	-0.78041404	-0.81053525	-100	-0.08671968	-100	-0.039858263	-100	-0.03070747	-100	-0.07219181	-100
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.41817454	-100	-0.07234474	-100	-0.22831039	-100	-100	-0.7765026	-0.72803843	-100	-100	-0.5279536	-0.2638117	-100	-0.45385435	-100	-100	-0.13735886	-0.047577266	-100	-100	-0.062010627	-0.055048604	-100	-100	-0.27247983	-100	-0.099810615	-0.0805855	-100	-0.7182003	-100	-0.10721297	-100
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-100	-0.09859946	-100	-0.21846603	-100	-0.03320816	-100	-0.082871474	-100	-0.075743675	-0.0641482	-100	-0.14178975	-100	-100	-0.022862172	-100	-0.01752622	-0.060975604	-100	-0.112919815	-100	-0.2115221	-100	-0.63656545	-100	-100	-0.24861708	-100	-0.019565392	-0.07367999	-100	-100	-0.018659355
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-100	-0.20584175	-0.10976421	-100	-0.03834903	-100	-100	-0.028631143	-0.15669416	-100	-0.09332565	-100	-0.043290928	-100	-0.059364956	-100	-100	-0.038394675	-100	-0.15774594	-100	-0.061599318	-0.030221911	-100	-100	-0.040718783	-0.22814228	-100	-100	-0.04793976	-100	-0.7218223	-0.66522837	-100
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.43418413	-100	-0.074878015	-100	-0.03530818	-100	-0.08532331	-100	-0.11371522	-100	-0.20289026	-100	-0.019670734	-100	-0.1277222	-100	-0.039007183	-100	-0.049222153	-100	-100	-0.28628838	-0.12224825	-100	-100	-0.5753241	-0.86488163	-100	-0.022353768	-100	-0.08613253	-100	-0.09458535	-100
Hello, I want you to behave as my fun and engaging teacher and teach me different aspects of the negative sides of social media. Ask questions about different aspects and wait for my answer. Keep doing it until all the aspects are covered one by one.	-0.033869773	-100	-0.31776792	-100	-0.029277459	-100	-0.06880224	-100	-0.16080287	-100	-0.12434949	-100	-0.01883384	-100	-0.0477233	-100	-0.04375088	-100	-0.18252286	-100	-0.05414541	-100	-0.04259101	-100	-0.10944849	-100	-0.10996072	-100	-0.11879772	-100	-0.58233756	-100	-0.13410188	-100
Hello, I want you to behave as my fun and engaging teacher and  teach me different aspects about the negative sides of social media.* Ask questions about different aspects and give me feedback about my answer's competence. Keep doing it until all the aspects are covered one by one	-100	-100	-0.10162173	-100	-0.020357577	-100	-0.04078596	-100	-0.16245447	-100	-0.1551247	-100	-0.060460046	-100	-0.06767617	-100	-0.54268205	-100	-0.13697846	-100	-0.031086704	-100	-0.042080987	-100	-0.20347336	-100	-0.40087226	-100	-0.040687993	-100	-0.09482445	-100	-0.046059284	-100
address me as 'Dear' act as: teacher with a sense of humor explain one aspect of how social media algorithms work ask me one short question to assess my learning wait for my answer give feedback about my answer later explain the next point about how social media algorithms work follow this loop until you explain all the aspects	-100	-0.03652954	-0.25443292	-100	-100	-0.21849962	-100	-0.08614442	-100	-0.64689004	-100	-0.074112654	-0.67412174	-100	-0.20937452	-100	-100	-0.08790137	-100	-0.085514374	-0.09665944	-100	-100	-0.047700107	-100	-0.09565452	-100	-100	-100	-0.71131015	-0.52745163	-100	-100	-0.029283596
act as: a fun teacher  explain one aspect of how social media algorithms work ask me one short question to assess my learning  later explain the next point about how social media algorithms work  follow this loop until you explain all the aspects 	-0.769874	-100	-100	-0.38279763	-100	-0.10248665	-100	-0.03558318	-100	-0.034087755	-100	-0.5447856	-100	-0.4318403	-100	-0.9043727	-100	-0.66578984	-100	-0.06876023	-0.10242854	-100	-0.5198781	-100	-100	-0.17393707	-100	-1.1188858	-0.17518967	-100	-100	-100	-100	-0.15513082
Please explain one aspect of democracy and then ask a question to confirm my comprehension in a back-and-forth conversation. Dont stop until all various aspects are discussed	-100	-0.1688966	-100	-0.4205119	-100	-0.053750534	-0.17331167	-100	-0.7531727	-100	-0.53468966	-100	-100	-0.45151192	-100	-0.09569688	-100	-0.040951308	-100	-0.13383856	-100	-0.27282125	-0.95195377	-100	-100	-0.16037157	-100	-0.4610536	-100	-0.4932691	-0.08023676	-100	-100	-0.4138797
