prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.13997662	-100	-0.29825044	-100	-0.23251173	-100	-0.23829	-100	-0.3053521	-100	-0.7274956	-100	-0.18934013	-100	-0.15557417	-100	-0.18201905	-100	-0.15906408	-100	-0.14683323	-100	-0.1658882	-100	-100	-0.6803304	-0.77667123	-100	-0.19919918	-100	-0.20567833	-100	-0.21029755	-100
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.12399142	-100	-0.427865	-100	-0.33141798	-100	-0.34692577	-100	-0.26721692	-100	-0.53673303	-100	-0.25229725	-100	-0.20079109	-100	-0.19664268	-100	-0.4375479	-100	-0.1778492	-100	-0.24533713	-100	-0.25226396	-100	-0.5846422	-100	-0.15694712	-100	-0.18611911	-100	-0.24519439	-100
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.7432116	-100	-0.22134604	-100	-0.23714006	-100	-0.20474468	-100	-0.74967927	-100	-0.5029527	-100	-0.24900252	-100	-0.17042087	-100	-0.19453545	-100	-0.1209778	-100	-100	-0.6969587	-0.25123608	-100	-0.29938734	-100	-0.21672118	-100	-0.15100835	-100	-0.4157176	-100	-0.22633477	-100
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-0.19396491	-100	-0.16918768	-100	-0.28248337	-100	-0.5793736	-100	-100	-0.24206774	-0.60480934	-100	-0.2590111	-100	-0.30255213	-100	-0.43202803	-100	-0.3839302	-100	-0.3302592	-100	-0.3160583	-100	-0.45096207	-100	-0.29127762	-100	-0.26067805	-100	-0.4445838	-100	-0.23187868	-100
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.08924235	-100	-0.15809537	-100	-0.21132675	-100	-0.27186814	-100	-0.33352482	-100	-0.1589808	-100	-0.11272578	-100	-0.17469822	-100	-0.12570229	-100	-0.16761717	-100	-0.44637427	-100	-0.14905438	-100	-0.16369312	-100	-0.2809866	-100	-0.1793977	-100	-0.20957258	-100	-0.12910123	-100
Hello, I want you to behave as my fun and engaging teacher and teach me different aspects of the negative sides of social media. Ask questions about different aspects and wait for my answer. Keep doing it until all the aspects are covered one by one.	-0.114720084	-100	-0.1896605	-100	-0.21827324	-100	-0.25567344	-100	-0.11323162	-100	-0.09653345	-100	-0.15117896	-100	-0.12378006	-100	-0.17444654	-100	-0.18480222	-100	-0.14898948	-100	-0.15101272	-100	-0.18111078	-100	-0.25481182	-100	-0.15598972	-100	-0.21477214	-100	-0.17768764	-100
Hello, I want you to behave as my fun and engaging teacher and  teach me different aspects about the negative sides of social media.* Ask questions about different aspects and give me feedback about my answer's competence. Keep doing it until all the aspects are covered one by one	-0.15533207	-100	-0.21285628	-100	-0.2999508	-100	-0.16576184	-100	-0.15818733	-100	-0.12216554	-100	-0.1588502	-100	-0.1562595	-100	-0.1911837	-100	-0.15676317	-100	-0.16982667	-100	-0.13219807	-100	-0.19774303	-100	-0.2419988	-100	-0.1409812	-100	-0.23615776	-100	-0.22210254	-100
address me as 'Dear' act as: teacher with a sense of humor explain one aspect of how social media algorithms work ask me one short question to assess my learning wait for my answer give feedback about my answer later explain the next point about how social media algorithms work follow this loop until you explain all the aspects	-0.13207889	-100	-0.21901597	-100	-0.3152726	-100	-0.2541616	-100	-0.26519638	-100	-0.16191785	-100	-0.22461228	-100	-0.12522238	-100	-0.16658522	-100	-0.18999669	-100	-0.30577782	-100	-0.22036602	-100	-0.21957186	-100	-0.23385733	-100	-0.61459553	-100	-0.16511777	-100	-0.2554928	-100
act as: a fun teacher  explain one aspect of how social media algorithms work ask me one short question to assess my learning  later explain the next point about how social media algorithms work  follow this loop until you explain all the aspects 	-0.1794062	-100	-0.15485689	-100	-0.3105666	-100	-0.28826448	-100	-0.48375043	-100	-0.15970257	-100	-0.28428897	-100	-0.16539523	-100	-0.1974414	-100	-0.23392619	-100	-0.29228568	-100	-0.2720661	-100	-0.23473778	-100	-0.24415167	-100	-0.17053418	-100	-0.4527839	-100	-0.25071543	-100
Please explain one aspect of democracy and then ask a question to confirm my comprehension in a back-and-forth conversation. Dont stop until all various aspects are discussed	-0.21554	-100	-0.53743666	-100	-0.6141451	-100	-0.47926694	-100	-0.4183598	-100	-100	-0.69641393	-0.38274458	-100	-0.6095956	-100	-0.15759368	-100	-100	-0.72963655	-100	-0.39477623	-100	-0.7644754	-100	-0.3830935	-100	-0.41706124	-100	-0.15692864	-0.5022032	-100	-0.3928602	-100
