prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.24413805	-100	-0.42316172	-100	-0.8293277	-100	-0.25499082	-100	-0.34593973	-100	-0.28779238	-100	-0.30010304	-100	-0.40822026	-100	-0.29936507	-100	-0.21828784	-100	-0.2747035	-100	-0.30337596	-100	-0.6073553	-100	-0.48170522	-100	-0.69511616	-100	-0.73834336	-100	-0.20364873	-100
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.29110083	-100	-0.5489415	-100	-0.67814344	-100	-0.2569351	-100	-0.39137957	-100	-0.50780696	-100	-0.72412014	-100	-0.4135435	-100	-0.58488864	-100	-0.19842404	-100	-0.25854367	-100	-0.23478578	-100	-100	-0.76632196	-100	-0.57973856	-0.2507879	-100	-0.28926125	-100	-0.1930599	-100
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.24595611	-100	-0.42548215	-100	-0.72700566	-100	-0.2557698	-100	-0.53551847	-100	-0.2972514	-100	-0.24748412	-100	-0.2665847	-100	-0.23373882	-100	-0.38594407	-100	-0.24329384	-100	-0.26020017	-100	-0.37048092	-100	-0.6763296	-100	-0.5108546	-100	-0.6450224	-100	-100	-0.5978461
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-0.792192	-100	-0.27360827	-100	-0.3255507	-100	-0.41475978	-100	-0.10338907	-100	-0.3510503	-100	-0.3406149	-100	-0.14256488	-100	-0.31453776	-100	-0.7702344	-100	-0.35057464	-100	-0.21406287	-100	-0.46937692	-100	-0.33430564	-100	-0.18895161	-100	-0.414164	-100	-0.39708617	-100
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.1909516	-100	-0.16853794	-100	-0.3130618	-100	-0.1659236	-100	-0.18452312	-100	-0.32039857	-100	-0.20960537	-100	-0.37245747	-100	-0.14018677	-100	-0.20314497	-100	-0.26981372	-100	-0.17279315	-100	-0.273456	-100	-0.21460421	-100	-0.18777627	-100	-0.518416	-100	-0.20810968	-100
Hello, I want you to behave as my fun and engaging teacher and teach me different aspects of the negative sides of social media. Ask questions about different aspects and wait for my answer. Keep doing it until all the aspects are covered one by one.	-0.20698276	-100	-0.139255	-100	-0.2541907	-100	-0.2003047	-100	-0.23390931	-100	-0.14064126	-100	-0.22916183	-100	-0.17159972	-100	-0.17004818	-100	-0.17023146	-100	-0.31043604	-100	-0.1329956	-100	-0.33006388	-100	-0.3037805	-100	-0.18658225	-100	-0.37375343	-100	-0.18705702	-100
Hello, I want you to behave as my fun and engaging teacher and  teach me different aspects about the negative sides of social media.* Ask questions about different aspects and give me feedback about my answer's competence. Keep doing it until all the aspects are covered one by one	-0.17908604	-100	-0.13816121	-100	-100	-0.70238155	-0.15832739	-100	-0.17870696	-100	-0.21112931	-100	-0.19845676	-100	-0.122513264	-100	-0.17419705	-100	-0.5668617	-100	-0.36067685	-100	-0.25979194	-100	-0.16105253	-100	-0.7747542	-100	-0.23058483	-100	-0.38141724	-100	-0.24485533	-100
address me as 'Dear' act as: teacher with a sense of humor explain one aspect of how social media algorithms work ask me one short question to assess my learning wait for my answer give feedback about my answer later explain the next point about how social media algorithms work follow this loop until you explain all the aspects	-0.27390364	-100	-0.14219095	-100	-0.4052762	-100	-0.21643673	-100	-0.24459931	-100	-0.4042519	-100	-0.19882673	-100	-0.2833414	-100	-0.35101485	-100	-0.29692802	-100	-0.51560587	-100	-0.13945179	-100	-0.3371586	-100	-0.1573462	-100	-0.18411122	-100	-0.24180362	-100	-0.3091722	-100
act as: a fun teacher  explain one aspect of how social media algorithms work ask me one short question to assess my learning  later explain the next point about how social media algorithms work  follow this loop until you explain all the aspects 	-0.19524999	-100	-0.28058338	-100	-0.77465945	-100	-0.27568907	-100	-0.18126832	-100	-0.7456072	-100	-0.6760471	-100	-0.3138253	-100	-0.28978246	-100	-0.38164034	-100	-0.23876332	-100	-0.19885036	-100	-0.38243935	-100	-0.7670051	-100	-0.29701257	-100	-0.44515714	-100	-0.27052757	-100
Please explain one aspect of democracy and then ask a question to confirm my comprehension in a back-and-forth conversation. Dont stop until all various aspects are discussed	-100	-0.7264958	-100	-0.30930245	-100	-0.2679554	-0.33926913	-100	-100	-0.7838458	-100	-0.3733564	-100	-0.63870645	-0.45087573	-100	-100	-0.6535716	-0.36856458	-100	-100	-0.18181372	-0.2277496	-100	-100	-0.30152413	-100	-0.259197	-100	-0.43802845	-0.756938	-100	-0.7382622	-100
