prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.34713912	-100	-0.55046964	-100	-0.19742362	-100	-0.17752805	-100	-0.4312418	-100	-0.7001393	-100	-0.75528234	-100	-0.19444488	-100	-100	-0.833232	-0.40740976	-100	-0.31577456	-100	-0.38465807	-100	-0.34250838	-100	-0.4077425	-100	-0.18154424	-100	-0.35532856	-100	-0.33301285	-100
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.28506142	-100	-100	-0.7006385	-0.31826654	-100	-0.19687293	-100	-0.24145307	-100	-0.6554229	-100	-0.22988915	-100	-0.33947626	-100	-0.2469682	-100	-0.21764138	-100	-0.34425774	-100	-0.5938684	-100	-0.45045933	-100	-100	-0.17380103	-0.17100117	-100	-0.67557603	-100	-0.28269506	-100
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-0.1626915	-100	-0.48215517	-100	-0.64970535	-100	-0.53826165	-100	-0.52274686	-100	-100	-0.58018476	-0.4585575	-100	-0.50003505	-100	-0.26945412	-100	-0.4486886	-100	-0.3308201	-100	-0.64861315	-100	-0.5546336	-100	-100	-0.5386801	-0.14451972	-100	-100	-0.47699654	-0.5090966	-100
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-0.4856279	-100	-0.13787396	-100	-0.28598028	-100	-100	-0.7726946	-0.14983135	-100	-100	-0.35100788	-0.36514163	-100	-0.21236159	-100	-0.20865867	-100	-0.30082348	-100	-100	-0.32494357	-0.200718	-100	-0.22073089	-100	-100	-0.7399231	-0.49600717	-100	-0.24855687	-100	-0.38774332	-100
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-0.1412171	-100	-100	-0.5895901	-0.19239448	-100	-0.2867486	-100	-0.44961578	-100	-100	-0.862813	-0.23555653	-100	-0.19827235	-100	-0.5317515	-100	-0.18479462	-100	-0.84169817	-100	-0.3200507	-100	-100	-0.7948227	-0.32693323	-100	-0.1359536	-100	-0.24088068	-100	-0.14024438	-100
Hello, I want you to behave as my fun and engaging teacher and teach me different aspects of the negative sides of social media. Ask questions about different aspects and wait for my answer. Keep doing it until all the aspects are covered one by one.	-0.2636825	-100	-0.2401442	-100	-0.43550295	-100	-0.17014088	-100	-0.12667103	-100	-0.12583937	-100	-0.14335282	-100	-0.14032407	-100	-0.3132237	-100	-0.35712245	-100	-0.16516459	-100	-0.213909	-100	-0.17500833	-100	-0.1726096	-100	-0.17346273	-100	-0.11658193	-100	-0.21007338	-100
Hello, I want you to behave as my fun and engaging teacher and  teach me different aspects about the negative sides of social media.* Ask questions about different aspects and give me feedback about my answer's competence. Keep doing it until all the aspects are covered one by one	-0.22361526	-100	-0.24118547	-100	-0.47889385	-100	-0.21643762	-100	-0.16237293	-100	-0.19976372	-100	-0.21176825	-100	-0.18268806	-100	-100	-0.84481645	-0.20393832	-100	-0.26015958	-100	-0.2281568	-100	-0.7047352	-100	-0.14153071	-100	-0.32672945	-100	-0.16822329	-100	-0.63487023	-100
address me as 'Dear' act as: teacher with a sense of humor explain one aspect of how social media algorithms work ask me one short question to assess my learning wait for my answer give feedback about my answer later explain the next point about how social media algorithms work follow this loop until you explain all the aspects	-0.69291145	-100	-0.18663856	-100	-0.5171419	-100	-0.35000256	-100	-0.16938373	-100	-0.32798484	-100	-0.19757155	-100	-0.26378298	-100	-0.22068822	-100	-0.6015067	-100	-0.23467319	-100	-0.18690546	-100	-0.18998638	-100	-0.16865133	-100	-0.46564168	-100	-0.172122	-100	-100	-0.5197472
act as: a fun teacher  explain one aspect of how social media algorithms work ask me one short question to assess my learning  later explain the next point about how social media algorithms work  follow this loop until you explain all the aspects 	-0.5395944	-100	-0.24441816	-100	-100	-0.64898103	-0.71857065	-100	-0.30610067	-100	-0.15675572	-100	-0.23682764	-100	-0.22753415	-100	-100	-0.44168186	-0.6100426	-100	-0.54641557	-100	-0.21695958	-100	-0.58429766	-100	-0.24574949	-100	-0.202722	-100	-0.23073497	-100	-0.31559274	-100
Please explain one aspect of democracy and then ask a question to confirm my comprehension in a back-and-forth conversation. Dont stop until all various aspects are discussed	-100	-0.44897568	-0.69667846	-100	-0.27473575	-100	-0.21333322	-100	-0.8903319	-100	-100	-0.76739633	-100	-0.3481671	-0.23718601	-100	-0.32413727	-100	-0.82860607	-100	-100	-0.1916583	-0.66477925	-100	-100	-0.15778084	-0.185564	-100	-0.29932398	-100	-100	-0.42752713	-100	-0.34545687
