prompt	Topic - concise(1,NaN)_Y	Topic - broken down (1,NaN)_Y	1 Goal (1,NaN)_Y	2 Goals (1,NaN)_Y	>2 Goals (1,NaN)_Y	AI role play (1,NaN)_Y	Role form/context(1,NaN)_Y	Meta Process-related (1,NaN)_Y	Simple sentence structure (1,NaN)_Y	Complex sentence structure (1,NaN)_Y	ActAsPersona- Persona Pattern (1,Nan)_Y	ProvideOutPuts- Persona Pattern (1,Nan)_Y	PatternOrder- Persona Pattern (1,Nan)_Y	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_Y	Feature 1: AskMeQuestions-FlippedPattern_Y	Feature 2: ConditionStop-FlippedPattern_Y	Feature 3: Form-FlippedPattern:_Y	Topic - concise(1,NaN)_N	Topic - broken down (1,NaN)_N	1 Goal (1,NaN)_N	2 Goals (1,NaN)_N	>2 Goals (1,NaN)_N	AI role play (1,NaN)_N	Role form/context(1,NaN)_N	Meta Process-related (1,NaN)_N	Simple sentence structure (1,NaN)_N	Complex sentence structure (1,NaN)_N	ActAsPersona- Persona Pattern (1,Nan)_N	ProvideOutPuts- Persona Pattern (1,Nan)_N	PatternOrder- Persona Pattern (1,Nan)_N	StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)_N	Feature 1: AskMeQuestions-FlippedPattern_N	Feature 2: ConditionStop-FlippedPattern_N	Feature 3: Form-FlippedPattern:_N
Explain the negative sides of social media use without using bulletins and ask one question at a time. And make it interactive by asking questions like a teacher	-0.4192477	-100	-100	-0.32259214	-0.3215893	-100	-0.78195757	-100	-100	-0.34105048	-0.19184625	-100	-100	-0.6088432	-0.10392817	-100	-1.3113348	-100	-100	-0.4079489	-0.47210672	-100	-0.1535012	-100	-0.5958495	-100	-100	-0.15396121	-0.5004201	-100	-100	-0.44900316	-100	-0.98828095
Teach me about the bad sides of social media use. Ask questions to assess my understanding. No bulletins, one question at a time.	-0.2718745	-100	-100	-0.48658007	-0.32066333	-100	-100	-0.5739644	-0.50910634	-100	-0.8430311	-100	-100	-0.63312364	-0.106451094	-100	-0.33608213	-100	-0.3942984	-100	-100	-0.72101086	-0.20928082	-100	-100	-0.33486226	-100	-0.52882856	-100	-0.38248426	-0.491906	-100	-0.23052245	-100
Explain the negative sides of social media use without using bulletins and one question at a time. And make it interactive by asking questions like a teacher	-100	-0.41866803	-100	-0.22922263	-100	-0.60733527	-100	-0.6540144	-0.39605346	-100	-100	-0.52215594	-0.17365764	-100	-100	-0.42228854	-0.54855096	-100	-0.22244409	-100	-0.4657689	-100	-0.10167135	-100	-100	-0.2644285	-0.38320726	-100	-100	-0.41899496	-100	-0.31264386	-100	-0.15329109
1.Explain each block (social media algorithms, echo chambers, fake news, body image affected by social media, cyberbullying, social media self-protection skills)  2.Ask me a short question to assess my learning.  3.Provide feedback on my answer.  Repeat steps 1-3 for each block until all blocks are covered.	-100	-0.4060359	-100	-0.19693846	-100	-0.27259812	-100	-0.3926508	-0.4747928	-100	-100	-0.42846638	-100	-0.4479069	-0.4911259	-100	-0.51058966	-100	-100	-0.5990579	-100	-0.38355884	-0.53731835	-100	-100	-0.4219706	-100	-0.6310532	-0.4116697	-100	-100	-0.53020865	-100	-0.6299764
Hello! I want to learn more about the negative aspects of social media but in an interactive way. So include me in the conversation by asking questions one at a time	-100	-0.15730736	-100	-0.5906967	-100	-0.477248	-100	-0.34698313	-0.17873476	-100	-0.25197735	-100	-100	-0.6475756	-100	-0.41751108	-0.400268	-100	-0.32239422	-100	-0.15856694	-100	-100	-0.40317515	-0.45753157	-100	-100	-0.31635877	-100	-0.5649856	-100	-0.476213	-0.16621993	-100
Hello, I want you to behave as my fun and engaging teacher and teach me different aspects of the negative sides of social media. Ask questions about different aspects and wait for my answer. Keep doing it until all the aspects are covered one by one.	-0.6305668	-100	-0.55722463	-100	-100	-0.60526377	-0.28667971	-100	-100	-0.6058576	-0.57143784	-100	-0.33210135	-100	-100	-1.0505944	-0.33940193	-100	-0.49862355	-100	-0.23939882	-100	-0.17085698	-100	-100	-0.4187458	-0.75933325	-100	-0.27692172	-100	-100	-0.5010747	-0.18259074	-100
Hello, I want you to behave as my fun and engaging teacher and  teach me different aspects about the negative sides of social media.* Ask questions about different aspects and give me feedback about my answer's competence. Keep doing it until all the aspects are covered one by one	-0.5349391	-100	-0.6108893	-100	-0.6780327	-100	-100	-0.30172545	-0.35256523	-100	-100	-0.6261009	-0.158694	-100	-100	-0.5653244	-0.6161264	-100	-0.27562585	-100	-100	-0.29673937	-0.25596526	-100	-0.30710277	-100	-0.7211737	-100	-0.29928738	-100	-0.9098854	-100	-0.27077156	-100
address me as 'Dear' act as: teacher with a sense of humor explain one aspect of how social media algorithms work ask me one short question to assess my learning wait for my answer give feedback about my answer later explain the next point about how social media algorithms work follow this loop until you explain all the aspects	-100	-0.24200982	-0.6763541	-100	-100	-0.31054345	-100	-0.39895204	-100	-0.60286826	-0.69639236	-100	-100	-0.5879982	-100	-0.87082213	-100	-0.62637895	-0.54500645	-100	-100	-0.5981327	-100	-0.76206875	-100	-0.32176548	-100	-0.8227765	-100	-0.49656922	-0.58205986	-100	-100	-0.21618913
act as: a fun teacher  explain one aspect of how social media algorithms work ask me one short question to assess my learning  later explain the next point about how social media algorithms work  follow this loop until you explain all the aspects 	-100	-0.67272455	-100	-0.7178181	-100	-0.21361111	-100	-0.44401878	-100	-0.42893222	-100	-0.4370625	-100	-0.5263388	-0.44640306	-100	-100	-0.46883917	-100	-0.6627348	-100	-0.61167026	-100	-0.38698587	-100	-0.82073206	-100	-0.29026735	-100	-0.25262502	-100	-0.64218736	-100	-0.6525918
Please explain one aspect of democracy and then ask a question to confirm my comprehension in a back-and-forth conversation. Dont stop until all various aspects are discussed	-100	-0.5234538	-100	-0.09940468	-100	-0.54714096	-100	-0.52380854	-100	-0.6422506	-100	-0.3908662	-100	-0.28891823	-100	-0.4637957	-100	-0.39030328	-100	-0.36297965	-100	-0.49224913	-100	-0.5714455	-100	-0.42814985	-100	-0.4085157	-100	-1.0888523	-0.36997116	-100	-100	-0.56787574
